"cset_id","company_name","country","website","region","stage","ai_pubs_since_2010","ai_pubs_in_top_conf_since_2010","ai_patents_since_2010","ai_pubs_since_2010_rank","ai_pubs_in_top_conf_since_2010_rank","ai_patents_since_2010_rank","market","crunchbase_uuid","crunchbase_url","aliases","grid_ids","permids","parents","included_subsidiaries","excluded_subsidiaries"
"","Blackrock","United States","http://www.blackrock.com","North America","Mature","0","0","0","704","273","565","NYSE:BLK","931f7202-91fd-ab26-c07d-06518289ef06","https://www.crunchbase.com/organization/blackrock","Blackrock Brasil; Blackrock Capital Investment Corporation; Blackrock Inc; Blackrock, Inc","grid.497139.1","4295900990","","",""
"","BlueRISC","United States","https://www.bluerisc.com/","North America","Unknown","0","0","0","704","273","565","","95121fea-be68-44cc-bee9-8329aeef0e74","https://www.crunchbase.com/organization/bluerisc","BlueRISC; Bluerisc Inc","grid.423117.2","","","",""
"","CapSen Robotics","United States","http://www.capsenrobotics.com/","North America","Startup","0","0","0","704","273","565","","5f5a2dc9-9c60-1b22-303a-f3621df912d1","https://www.crunchbase.com/organization/capsen-robotics","Capsen Robotics Inc","","5046318657","","",""
"","Challenge Israel","Israel","https://www.itc.tech/","Asia","Startup","0","0","0","704","273","565","","c309c71c-1844-4dc3-57be-cf007a478cd5","https://www.crunchbase.com/organization/israel-tech-challenge","Israel Tech Challenge; Itc; Itc Fellows; Itc Israel; Tech Fellows","","","","",""
"","Circuit Therapeutics","United States","http://circuittx.com/","North America","Unknown","0","0","0","704","273","565","","da80e3fa-e44f-b586-d0e4-b08e4386a937","https://www.crunchbase.com/organization/circuit-therapeutics","Circuit Therapeutics Inc; Circuit Therapeutics, Inc","grid.483280.5","5040245222","","",""
"","Citybldr","United States","https://www.citybldr.com/","North America","Startup","0","0","0","704","273","565","","4e767ba5-8502-0be8-4cae-bc6159c288ef","https://www.crunchbase.com/organization/rebls","Citybldr; Rebls Inc; Rebls, Inc","","5046441193","","",""
"","Coatue Management","United States","http://coatue.com/","North America","Unknown","0","0","0","704","273","565","","d41a176d-2d63-8120-abdd-09962ffac419","https://www.crunchbase.com/organization/coatue-management","Coatue; Coatue Management Llc; Coatue Management, L.L.C","","4297003678","","",""
"","Curbside","United States","http://www.curbside.com","North America","Growth","0","0","0","704","273","565","","85bef06d-704c-cef4-f8dc-671723f4e3c8","https://www.crunchbase.com/organization/curbside","Curbside Inc; Curbside, Inc; Rakuten Ready","","5031838673","Rakuten (Acquired)","",""
"","CyborgDistro","United States","https://hackaday.io/project/6888-cyborgdistro","North America","Unknown","0","0","0","704","273","565","","024c0be3-9e1e-188b-bf42-017ac9ee288f","https://www.crunchbase.com/organization/hackaday","Hackaday","","","Supplyframe (Acquired)","",""
"","DictionarySquared","United States","http://www.dictionarysquared.com/","North America","Unknown","0","0","0","704","273","565","","bace9a4e-94e6-4516-8cdd-93e3bd88396c","https://www.crunchbase.com/organization/dictionarysquared","Dictionarysquared, Inc","","","","",""
"","Edenworks","United States","http://edenworks.com","North America","Growth","0","0","0","704","273","565","","3178d759-a518-c815-50fa-96a448d5f6e7","https://www.crunchbase.com/organization/edenworks","Fka Edenworks; Seed & Roe; Upward Farms","","","","",""
"","Element Analytics","United States","http://www.elementanalytics.com/","North America","Growth","0","0","0","704","273","565","","6b7356d1-0116-aec9-7dea-296e09a2f8b2","https://www.crunchbase.com/organization/element-analytics","Element; Element Analytics Inc; Element Analytics, Inc","","5048905691","","",""
"","Exiger","United States","http://www.exiger.com","North America","Growth","0","0","0","704","273","565","","3e02f9ed-a492-a830-59b9-66cb75af772a","https://www.crunchbase.com/organization/exiger","Exiger LLC","","5044174528","","",""
"","Exyn Technologies Inc","United States","http://www.exyn.com/","North America","Growth","0","0","0","704","273","565","","deb1f082-5f9d-7bbd-7aae-1e4be94bbb7b","https://www.crunchbase.com/organization/exyn-technologies","Exyn Technologies","","5070761849","","",""
"","EyeStyle","United States","https://www.eyestyle.io","North America","Unknown","0","0","0","704","273","565","","488903f9-1f5b-0990-024f-fb573179f61f","https://www.crunchbase.com/organization/styll-in","Styllspy","","","","",""
"","Farmwise","United States","http://farmwise.io/","North America","Growth","0","0","0","704","273","565","","9c708ade-666f-b9cb-4d0f-b4b55b10db86","https://www.crunchbase.com/organization/farmwise","Deeplook; Farmwise Labs, Inc","","5059958696","","",""
"","Fenwick & West LLP","United States","http://www.fenwick.com/","North America","Unknown","0","0","0","704","273","565","","03a387b8-f44a-3256-a653-0b86dc3c6042","https://www.crunchbase.com/organization/fenwick-west","Fenwick & West","","4296130360","","",""
"","Formlabs","United States","http://www.formlabs.com","North America","Mature","0","0","0","704","273","565","","4557ecd0-4857-c69b-c419-d75c3e7044f3","https://www.crunchbase.com/organization/formlabs","Formlabs Gmbh; Formlabs Inc","","5037062023","","",""
"","GenapSys, Inc.","United States","http://genapsys.com/","North America","Mature","0","0","0","704","273","565","","c01eab71-fc65-3ec8-a9f7-c238a8c0c20e","https://www.crunchbase.com/organization/genapsys","Genapsys; Genapsys Inc","grid.504581.d","5037431826","","",""
"","Ghabut Corporation","United States","https://ghamut.com/about","North America","Unknown","0","0","0","704","273","565","","1fb982cb-05cc-4c38-88a2-47b6548256f3","https://www.crunchbase.com/organization/ghamut","Ghamut; Ghamut Corporation","","","","",""
"","Hebi Robotics","United States","https://www.hebirobotics.com/","North America","Startup","0","0","0","704","273","565","","d2cad67c-0d94-e02e-2124-b8724d5376e1","https://www.crunchbase.com/organization/hebi-robotics","Hebi; Hebi Robotics Llc","","5046713197","","",""
"","HM.Clause","United States","http://hmclause.com","North America","Unknown","0","0","0","704","273","565","","3f1d3f56-071f-68bc-e3b4-83a6f5d403bc","https://www.crunchbase.com/organization/hm-clause","Hm.Clause Inc; Hm.Clause, Inc","","5000943577","","",""
"","Hoodline","United States","http://hoodline.com/","North America","Startup","0","0","0","704","273","565","","0d5ffdc3-aec9-7e67-6ed9-4e158f9e3711","https://www.crunchbase.com/organization/hoodline","Hoodline Inc; Hoodline, Inc","","5043636461","Pixel Labs (Acquired)","",""
"","Hosta Labs","United States","https://hostalabs.com","North America","Startup","0","0","0","704","273","565","","d008d30a-44fd-4193-916f-ba0f8445f47b","https://www.crunchbase.com/organization/hosta-labs","Hl Acquisition, Inc; Hosta","","","","",""
"","Ideagen","United Kingdom","https://www.ideagen.com","Europe","Mature","0","0","0","704","273","565","LSE:IDEA","6b820500-f4c5-ac9e-36fe-d08c52f66494","https://www.crunchbase.com/organization/ideagen","Datum International; Ideagen PLC","","4297600524","","",""
"","ImmersiveTouch, Inc.","United States","http://immersivetouch.com/","North America","Unknown","0","0","0","704","273","565","","b44162ad-a973-ae9d-ab7e-461020ae8656","https://www.crunchbase.com/organization/immersivetouch","Immersivetouch","grid.434840.f","5041072248","","",""
"","Inscopix, Inc.","United States","http://www.inscopix.com/","North America","Growth","0","0","0","704","273","565","","de06f54e-6b64-1328-0cec-dadc29a79414","https://www.crunchbase.com/organization/inscopix","Inscopix; Inscopix Inc","grid.504669.8","5034857483","","",""
"","Jeeva Wireless","United States","http://www.jeevawireless.com/","North America","Startup","0","0","0","704","273","565","","376adfa0-e8ba-851e-377e-e4d9a654ce87","https://www.crunchbase.com/organization/jeeva-wireless","Jeeva; Jeeva Wireless Inc","","5053445227","","",""
"","Jido Maps","United States","https://www.jidomaps.com/","North America","Startup","0","0","0","704","273","565","","c7020f5d-4114-4fa7-a999-5e731715ef51","https://www.crunchbase.com/organization/jido-maps","Jido; Jido Inc","","5066597624","","",""
"","JITX","United States","https://www.jitx.com/","North America","Startup","0","0","0","704","273","565","","ce047cce-b1bb-4eee-a002-f42da312afb6","https://www.crunchbase.com/organization/jitx","Jitx Inc","","","","",""
"","Juristat","United States","http://juristat.com","North America","Startup","0","0","0","704","273","565","","9c799670-4c75-702a-8c7d-12b7e01d8bcb","https://www.crunchbase.com/organization/juristat","Datanalytics Inc; Datanalytics, Inc","","5040058004","","",""
"","Kite","United States","https://kite.com/","North America","Growth","0","0","0","704","273","565","","8b9c69b4-b8f2-7f82-d912-4dab99e269e3","https://www.crunchbase.com/organization/kite-com","","grid.504964.a","","","",""
"","Light","United States","http://light.co","North America","Mature","0","0","0","704","273","565","","ca0731cb-8d53-bd93-93d0-d630c5f6db25","https://www.crunchbase.com/organization/light","Light Labs Inc","","5068319571","","",""
"","Lightform","United States","https://lightform.com","North America","Growth","0","0","0","704","273","565","","258b2f45-841a-e4ac-4276-d52f49f88776","https://www.crunchbase.com/organization/lightform?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Lightform, Inc","grid.435754.4","","","",""
"","Lisa AI","Turkey","https://www.asklisa.ai","Asia","Startup","0","0","0","704","273","565","","264d87d8-254d-29bc-ac36-81621e53c167","https://www.crunchbase.com/organization/otto-labs-inc","Ask Lisa; Asklisa; Lisa","","","","",""
"","Lovely Inc","United States","https://ourlovely.com/","North America","Startup","0","0","0","704","273","565","","80a462c4-b8c8-05d6-1de2-0b9cbd8bbac9","https://www.crunchbase.com/organization/lovely-3","Lovely; Lovely, Inc; Ourlovely","","","","",""
"","Lrng By Collective Shift","United States","https://www.lrng.org/","North America","Unknown","0","0","0","704","273","565","","36478462-11d6-7bbc-b7f1-71c8905f8e15","https://www.crunchbase.com/organization/lrng","Lrng","","","Southern New Hampshire University (Acquired)","",""
"","Lumii","United States","https://www.lumiidisplay.com","North America","Startup","0","0","0","704","273","565","","6078c5b5-c458-405c-8283-8b724d763333","https://www.crunchbase.com/organization/lumii","Lumii Inc","","5068637918","","",""
"","metacog","United States","http://www.metacog.com/","North America","Startup","0","0","0","704","273","565","","f8671c34-1c32-2936-4955-db56e30cf47b","https://www.crunchbase.com/organization/metacog-inc","Metacog Inc; Metacog Technologies, Llc","","5054273532","Comptia (Acquired)","",""
"","Ml Consulting","United Kingdom","https://www.mlfinancialassociates.co.uk/","Europe","Unknown","0","0","0","704","273","565","","cd7163eb-75c8-89e0-13c8-243c92a00c68","https://www.crunchbase.com/organization/ml-financial-consulting","M&L Consulting Ltd; Ml; Ml Financial Associates; Ml Financial Associates Ltd; Ml Financial Consulting","","5045538868","","",""
"","Mobi Systems","United States","https://www.takemobi.com/","North America","Unknown","0","0","0","704","273","565","","11efd1da-2214-4b61-a9be-ad92fb018b2b","https://www.crunchbase.com/organization/mobi-systems-inc","Mobi; Mobi Systems Inc","","5064663047","","",""
"","MobileCoin","United States","https://www.mobilecoin.com/","North America","Growth","0","0","0","704","273","565","","8b292184-1730-4675-b4c3-6f91112d37ac","https://www.crunchbase.com/organization/mobilecoin","Mobilecoin Inc; Mobilecoin, Inc","","5063773401","","",""
"","MRSI","United States","https://mrsisystems.com/eng/","North America","Unknown","0","0","0","704","273","565","","abab716d-3d0b-47ff-b2fc-88aab150d7fe","https://www.crunchbase.com/organization/mrsi-systems","Mrsi Mycronic; Mrsi Systems; Mrsi Systems Llc","","5045055174","Mycronic AB (Acquired)","",""
"","Mumec","United States","http://www.mumec.com/","North America","Startup","0","0","0","704","273","565","","942cc5c9-17aa-9edb-48b3-2e327e6591df","https://www.crunchbase.com/organization/mumec","Mumec, Inc","","5060692674","","",""
"","NConnex Inc.","United States","http://www.nconnex.com","North America","Startup","0","0","0","704","273","565","","74d6ce4c-7150-f7bc-a955-bf614d9ac237","https://www.crunchbase.com/organization/nconnex","Nconnex","","5049265396","","",""
"","Nest","Hong Kong","https://www.nest.vc/","Asia","Unknown","0","0","0","704","273","565","","","https://www.crunchbase.com/organization/nest","Nest Hong Kong; Nest Management Limited; Nest Vc","","","","",""
"","NoRILLA","United States","https://www.norilla.com/contact","North America","Unknown","0","0","0","704","273","565","","ff948a04-1777-471e-9f69-d175f47bfd47","https://www.crunchbase.com/organization/norilla","Novel Research-Based Intelligent Lifelong Learning Apparatus","","","","",""
"","NuVu","United States","https://cambridge.nuvustudio.com/","North America","Unknown","0","0","0","704","273","565","","89eed35f-0221-7c47-d798-e44b90410499","https://www.crunchbase.com/organization/nuvu","Nuvu Llc; Nuvu Studio","","5053445603","","",""
"","OceanComm, Inc.","United States","https://oceancomm.co/","North America","Startup","0","0","0","704","273","565","","3371bd3a-ff9e-bdea-fbcf-241c0879fc52","https://www.crunchbase.com/organization/oceancomm","Oceancomm","","","","",""
"","One Zero Capital","United States","https://www.onezerocapital.com/","North America","Unknown","0","0","0","704","273","565","","","https://www.crunchbase.com/organization/1-0-capital-2","1/0; 1/0 Capital; 1/0 Capital Llc","","5000011424","","",""
"","Open Philanthropy Project","United States","https://www.openphilanthropy.org/","North America","Unknown","0","0","0","704","273","565","","","https://www.crunchbase.com/organization/open-philanthropy-project","Open Philanthropy","grid.499041.1","5062122368","","",""
"","Pasadena Labs, Inc.","United States","www.pasadenalabs.com","North America","Unknown","0","0","0","704","273","565","","cf3f1e16-c45a-ef37-e0e0-0ab43e8a6108","https://www.crunchbase.com/organization/pasadena-labs-inc","Pasadena Labs Inc","","","","",""
"","PhotoKharma, Inc.","United States","http://www.photokharma.com/","North America","Startup","0","0","0","704","273","565","","5f556b31-5592-ded9-c57d-ae2529e4590d","https://www.crunchbase.com/organization/photokharma","Knoto; Photokharma","","5052123874","","",""
"","Pienso","United States","http://pienso.com/","North America","Startup","0","0","0","704","273","565","","83949613-20f2-4c5d-9e25-a71783ded45f","https://www.crunchbase.com/organization/pienso","Pienso Inc; Pienso, Inc","","5057831231","","",""
"","Portal Telemedicina","Brazil","http://portaltelemedicina.com.br","South America","Unknown","0","0","0","704","273","565","","43460d27-8e71-ed75-44fc-62f0ba8f2c00","https://www.crunchbase.com/organization/portal-telemedicina","","","","","",""
"","PsiKick","United States","https://everactive.com/","North America","Growth","0","0","0","704","273","565","","08e76a45-b03b-348a-47f6-9b35d929cc89","https://www.crunchbase.com/organization/everactive","Everactive; Everactive, Inc","grid.505120.3","5037962502","","",""
"","Qadium, Inc.","United States","https://www.expanse.co/news/qadium-is-now-expanse/","North America","Growth","0","0","0","704","273","565","","492f4eaf-f15b-766b-2047-0ce8b3aed27b","https://www.crunchbase.com/organization/expanse-inc","Expanse; Expanse Inc; Qadium","grid.505077.0","5045038268","","",""
"","Qloo Inc.","United States","https://qloo.com/","North America","Growth","0","0","0","704","273","565","","19a3905f-f52c-ccbc-af1d-661dd3dc0944","https://www.crunchbase.com/organization/qloo","Qloo","","5056412196","","",""
"","Radius Intelligence","United States","http://radius.com/","North America","Mature","0","0","0","704","273","565","","7fcc0a08-0997-b9af-46e9-9c125ac3ba03","https://www.crunchbase.com/organization/radius-intelligence-inc","Radius Intelligence Inc; Radius Intelligence, Inc","","5000154578","Kabbage (Acquired)","",""
"","Realself","United States","https://www.realself.com","North America","Growth","0","0","0","704","273","565","","0131c0b9-f013-50f6-e33e-7d0067e80f71","https://www.crunchbase.com/organization/realself","Realself Inc; Realself, Inc","","4297826811","","",""
"","Red Storm Entertainment","United States","http://redstorm.com/","North America","Unknown","0","0","0","704","273","565","","7fd8ebcb-37af-4f3b-ba1f-a451c0c1dd29","https://www.crunchbase.com/organization/red-storm-entertainment-inc","Red Storm; Red Storm Entertainment, Inc","","4296117201","Ubisoft (Acquired)","",""
"","Research Square","United States","https://www.researchsquare.com/","North America","Unknown","0","0","0","704","273","565","","5b5588ef-a383-4362-bd1f-ee969bc6b47e","https://www.crunchbase.com/organization/research-square?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Research Square Aje Llc; Research Square Company","grid.467020.7","5044523901","","",""
"","Respira Labs","United States","http://respiralabs.com/","North America","Startup","0","0","0","704","273","565","","6e6dcad6-7ecc-4be8-9fb2-c1ffc5bc56b2","https://www.crunchbase.com/organization/respira-labs","Respira Labs Llc; Respiralabs Inc","","5071524845","","",""
"","ReviveMed","United States","http://revive-med.com","North America","Startup","0","0","0","704","273","565","","956bb38f-6020-4b8e-ab14-2fb8c323f454","https://www.crunchbase.com/organization/revivemed","Revivemed Technologies; Revivemed, Inc","","5060637874","","",""
"","Robby Technologies","United States","https://robby.io/","North America","Startup","0","0","0","704","273","565","","48b6b7bb-71b2-b32f-c38f-740f83fc713a","https://www.crunchbase.com/organization/robby-technologies","Robby; Robby Technologies, Inc","","5060559737","","",""
"","Roivant Sciences","Switzerland","http://roivant.com/","Europe","Unknown","0","0","0","704","273","565","","f6af99f3-9f9d-a1a0-d84f-84cfa15f5451","https://www.crunchbase.com/organization/roivant-sciences?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Roivant Sciences Gmbh; Roivant Sciences Inc; Roivant Sciences Ltd","grid.476083.e, grid.508436.c, grid.488287.9","5068324831, 5057747992, 5044178170","","Alyvant, Inc.",""
"","Russell Investments","United States","https://russellinvestments.com/us/","North America","Unknown","0","0","0","704","273","565","","44510683-7ad2-2bc5-46fd-63ed77eeefeb","https://www.crunchbase.com/organization/russell-investments","Frank Russell Company; Russell Investments Ltd","","5000075838","Ta Associates (Acquired)","",""
"","Russell Reynolds Associates","United States","http://www.russellreynolds.com/","North America","Unknown","0","0","0","704","273","565","","d6bc5e08-ab8b-a906-ffdf-100057f1e523","https://www.crunchbase.com/organization/russell-reynolds-associates","Russell Reynolds Associates Inc","","4296637377","","",""
"","Shareable","United States","http://shareable.net","North America","Unknown","0","0","0","704","273","565","","d6f9686c-c337-82f0-644b-dbbee18766bb","https://www.crunchbase.com/organization/shareable","Sharing, Inc. Dba Shareable","","","","",""
"","SightLogix","United States","http://www.sightlogix.com","North America","Unknown","0","0","0","704","273","565","","9d180276-6f6c-561c-9204-24ccdd70b697","https://www.crunchbase.com/organization/sightlogix","Sightlogix Inc","","5019918252","","",""
"","SignalFire","United States","http://www.signalfire.com/","North America","Unknown","0","0","0","704","273","565","","483ccaa3-d2f7-06ad-7175-efc85f445f1b","https://www.crunchbase.com/organization/signal-fire","Signalfire, Llc","","5046728735","","",""
"","SimpleMachines Inc","United States","https://www.simplemachinesinc.com/wp","North America","Growth","0","0","0","704","273","565","","28a37da1-ff4e-4350-81af-c0aca4522a3a","https://www.crunchbase.com/organization/simplemachines-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Simplemachines; Simplemachines Inc; Simplemachines, Inc; Smi","","","","",""
"","Sistine Solar","United States","https://www.sistinesolar.com/","North America","Unknown","0","0","0","704","273","565","","3e8a5fa5-fca8-47b3-8f97-b6ef7fd8b04a","https://www.crunchbase.com/organization/sistine-solar","Sistine Solar, Inc; Solarskin","","5068926053","","",""
"","SMBC Nikko Securities Inc.","United States","https://www.smbcnikko.co.jp/en/","North America","Unknown","0","0","0","704","273","565","","5e40870e-0b83-2210-83a9-1fe0cca4e839","https://www.crunchbase.com/organization/smbc-nikko-securities","Smbc Nikko Securities; Smbc Nikko Securities Japan","","5000436924","Sumitomo Mitsui Financial Group","",""
"","StaffPad, Ltd.","United Kingdom","https://www.staffpad.net/","Europe","Unknown","0","0","0","704","273","565","","da9c5735-4eaf-a628-0133-b6ae5b1315ea","https://www.crunchbase.com/organization/staffpad","Staffpad; Staffpad Ltd","","","","",""
"","StyleWhere","United States","http://stylewhere.com","North America","Startup","0","0","0","704","273","565","","7dcbc94e-bf90-e146-fc57-b37671835b98","https://www.crunchbase.com/organization/stylewhere","Stylewhere Inc","","","Smartrac N.V. (Acquired)","",""
"","Synyi Ai","China","https://www.synyi.com/","Asia","Mature","0","0","0","704","273","565","","f7e0ce4c-abf0-475f-96c8-3dc02d79fc7b","https://www.crunchbase.com/organization/synyi","Seniyi Intelligence; Senyi; Senyi Intelligent; Shanghai Senyi; Shanghai Senyi Medical Technology; Shanghai Senyi Medical Technology Co., Ltd. (Seniyi Intelligence); Shanghai Synyi Ai Medical Technology Co Ltd; Shanghai Synyi Medical Technology Co. Ltd; Synyi; 森亿智能_","grid.508213.d","5063740444","","",""
"","Tachyon Nexus","United States","https://www.alluxio.io/","North America","Growth","0","0","0","704","273","565","","422d9813-cffa-001d-b376-1b762e2383e8","https://www.crunchbase.com/organization/alluxio","Alluxio; Alluxio, Inc","","5045624242","","",""
"","Text IQ","United States","http://www.textiq.com","North America","Growth","0","0","0","704","273","565","","0085d97e-60f1-bb67-0b94-50a37e3f092a","https://www.crunchbase.com/organization/text-iq?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Text Iq Inc","","5046037416","","",""
"","Teza Technologies","United States","http://www.teza.com","North America","Unknown","0","0","0","704","273","565","","ece710bd-00bc-6581-3cd7-8ed97ef0a3f7","https://www.crunchbase.com/organization/teza-technologies","Teza; Teza Technologies Llc","","5037357284","","",""
"","TGE Marketing & Advisory Corp.","Hong Kong","https://www.tgemarketing.ca/","Asia","Unknown","0","0","0","704","273","565","","","https://www.crunchbase.com/organization/tge-marketing-advisory","Tge; Tge Marketing & Advisory","","","","",""
"","The Depository Trust & Clearing Corporation (DTCC)","United States","http://www.dtcc.com/","North America","Unknown","0","0","0","704","273","565","","2be0d119-3307-05fa-f4e1-92d75bdd28e7","https://www.crunchbase.com/organization/dtcc","Depository Trust & Clearing Corporation; Dtcc","","4297991578","","",""
"","V3 Markets","United States","http://www.v3markets.com/","North America","Unknown","0","0","0","704","273","565","","77c5c8fb-8176-4fb5-8da6-b2ec32c0d38b","https://www.crunchbase.com/organization/v3-markets","Infinium Capital Management; V3 Markets Llc","","5040951600","","",""
"","Versium, Inc.","United States","https://versium.com/","North America","Startup","0","0","0","704","273","565","","aae0c1c9-e746-8c33-e06c-3945529ce695","https://www.crunchbase.com/organization/versium-analytics-inc","Versium; Versium Analytics; Versium Analytics Inc","","5045861884","","",""
"","Verus Financial","United States","https://verusfinancial.com/","North America","Unknown","0","0","0","704","273","565","","8c85eeb5-f563-18d1-5452-054134bacaed","https://www.crunchbase.com/organization/verus-financial","Verus; Verus Analytics; Verus Analytics Llc; Verus Financial Llc","","5000613619","Kroll (Acquired)","",""
"","Viaduct","United States","http://www.viaduct.ai","North America","Growth","0","0","0","704","273","565","","8fd95488-2cd8-4bc3-a49a-7d402f931f61","https://www.crunchbase.com/organization/viaduct-1f61","Viaduct Ai; Viaduct Technologies; Viaduct, Inc","","4297990823","","",""
"","Virtulus","United States","http://virtulus.com/","North America","Unknown","0","0","0","704","273","565","","8b843d40-e94a-6732-7a96-8c2acbaba130","https://www.crunchbase.com/organization/virtulus","Virtulus Inc","","","","",""
"","Voxel51","United States","https://voxel51.com/","North America","Startup","0","0","0","704","273","565","","d3b535ba-8763-4265-a1f7-e054c90ed971","https://www.crunchbase.com/organization/voxel51","Voxel51, Inc","","5071139589","","",""
"","Wealthfront Inc","United States","https://www.wealthfront.com/","North America","Mature","0","0","0","704","273","565","","21b16b6f-0f9c-59dd-7a97-432c4f38ca49","https://www.crunchbase.com/organization/wealthfront?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Wealthfront Corp; Wealthfront Corporation; Wealthfront Inc","","5000612164","","",""
"","Winkers, Inc.","United States","http://winkers.me/","North America","Unknown","0","0","0","704","273","565","","42010344-84d7-30ea-933e-c7556d26a93c","https://www.crunchbase.com/organization/winkers","Winkers; Winkers Inc","","","","",""
"","WordsEye","United States","http://www.wordseye.com","North America","Unknown","0","0","0","704","273","565","","f69599da-c9b6-86c3-bad9-827872cdc06e","https://www.crunchbase.com/organization/wordseye?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Wordseye Inc","","5041067919","","",""
"","XSeed Capital","United States","https://xseedcap.com/","North America","Unknown","0","0","0","704","273","565","","","https://www.crunchbase.com/organization/xseed-capital","X/Seed Capital Management; Xseed; Xseed Capital Management","","5037137934","","",""
"","ALICE Technologies","United States","http://alicetechnologies.com","North America","Growth","0","0","0","704","273","565","","01544937-2b44-285e-be2e-13012b38183b","https://www.crunchbase.com/organization/alice-technologies","Alice; Alice Technologies Inc","","5042238872","","",""
"","Bowery Farming","United States","http://boweryfarming.com/","North America","Growth","0","0","0","704","273","565","","e1175a4e-80fe-c21f-76d9-60d5b78015fb","https://www.crunchbase.com/organization/bowery-farming-inc","Bowery; Bowery Farming Inc; Bowery, Inc","","5052792750","","",""
"","Complyadvantage","United Kingdom","https://complyadvantage.com/","Europe","Growth","0","0","0","704","273","565","","0cc3c46d-f271-f3fb-edde-b41c549327a9","https://www.crunchbase.com/organization/comply-advantage","Complyadvantage Ltd; Ivxs Uk Limited; Ivxs Uk Ltd","","5051222767","","",""
"","Cresta","United States","https://www.cresta.com/","North America","Growth","0","0","0","704","273","565","","3a0411e8-d851-41e0-a05b-b5ad63d97ed6","https://www.crunchbase.com/organization/cresta","Cresta Intelligence; Cresta Intelligence Inc; Cresta Intelligence, Inc","","5073150790","","",""
"","Dataprophet","South Africa","http://dataprophet.com","Africa","Growth","0","0","0","704","273","565","","a6b6aa2e-6cc5-7016-cfec-0f32805eac3c","https://www.crunchbase.com/organization/data-prophet-pty-ltd-","Dataprophet Pty Ltd","","5065356718","","",""
"","Dotdata","United States","https://dotdata.com","North America","Growth","0","0","0","704","273","565","","4de1dec6-1864-4c8b-8757-b9801d5ba15d","https://www.crunchbase.com/organization/dotdata","Dotdata Accelerate Data Science; Dotdata Inc","","5071524993","","",""
"","FanAI","United States","http://fanai.io/","North America","Growth","0","0","0","704","273","565","","3b3ae33a-2546-41b9-e617-11bd225f48fa","https://www.crunchbase.com/organization/fanai-inc","Fanai Inc","","5056602082","","",""
"","Grabango","United States","https://grabango.com/","North America","Growth","0","0","0","704","273","565","","a8c0308c-6bb5-081a-01ba-d4a1010373cc","https://www.crunchbase.com/organization/grabango","Grabango Co","","5056728880","","",""
"","HACARUS","Japan","https://hacarus.com","Asia","Growth","0","0","0","704","273","565","","1448bb17-4350-d74e-e3d4-18db2c24a29e","https://www.crunchbase.com/organization/hacarus","Hacarus Inc; ハカルス","","5065297826","","",""
"","HoloMatic","China","http://www.holomatic.cn/","Asia","Growth","0","0","0","704","273","565","","53dcfd21-129f-4764-9868-27748d7c42a5","https://www.crunchbase.com/organization/holomatic","Heduo; Heduo Keji; Heduo Technology (Beijing) Co., Ltd; Holomatic (Beijing) Co., Ltd; Holomatic Beijing Co Ltd; 禾多科技; 禾多科技(北京)有限公司","","5059030916","","",""
"","Invenia","Canada","http://www.invenia.ca","North America","Growth","0","0","0","704","273","565","","cd1d1a27-c766-3e7f-bca4-7b7d5d8c7673","https://www.crunchbase.com/organization/invenia","Invenia Labs; Invenia Technical Computing Corp; Invenia Technical Computing Corporation","grid.458117.e, grid.499233.6","5045094111","","",""
"","KONUX","Germany","http://konux.com","Europe","Growth","0","0","0","704","273","565","","965653f2-5db5-ae55-7990-95540896df18","https://www.crunchbase.com/organization/konux","Konux Gmbh","","5046048406","","",""
"","Loadsmart","United States","http://loadsmart.com/","North America","Growth","0","0","0","704","273","565","","e194c71e-f337-4bcc-4791-6501369dbd09","https://www.crunchbase.com/organization/loadsmart","Loadsmart Inc; Loadsmart, Inc","","5045864550","","",""
"","NotCo","Chile","http://www.notco.com/","South America","Mature","0","0","0","704","273","565","","436a2d74-4ec7-ce22-d8f5-94231585d2b1","https://www.crunchbase.com/organization/the-not-company","Not Co Ltd; The Not Company; The Not Company Spa","","5069474968","","",""
"","Obsidian Security","United States","https://www.obsidiansecurity.com/","North America","Growth","0","0","0","704","273","565","","921ad279-4899-c4d6-68b1-3a3739a70b01","https://www.crunchbase.com/organization/obsidian-security","Obsidian; Obsidian Security, Inc","","5056396902","","",""
"","PerceptiLabs","Sweden","http://www.perceptilabs.com/","Europe","Startup","0","0","0","704","273","565","","85163cb5-79ed-4912-ad61-bfc8536bbd8a","https://www.crunchbase.com/organization/perceptilabs","Perceptilabs Ab","","","","",""
"","ProteinQure","Canada","https://www.proteinqure.com/","North America","Startup","0","0","0","704","273","565","","45004c09-a3b6-4669-a1b0-4fe6ff940945","https://www.crunchbase.com/organization/proteinqure","Proteinqure Inc","","5071081240","","",""
